response_id,panelist_id,survey_status,progress_pct,start_time_bst,end_time_bst,duration_sec,device_type,browser_family,traffic_source,ip_hash,browser_fingerprint,age,age_band,gender,region,urbanicity,employment_status,household_income,children_u18,s1_ordered_delivery_3m,q1_orders_past_30d,q2_last_order,q3_primary_service,q4_overall_satisfaction,q5_likelihood_reorder,q6_nps,q7_delivery_speed,q7_order_accuracy,q7_food_quality,q7_value_for_money,q7_app_ease,q7_service_selection,q7_customer_support,q7_promotions,q8_attention_check,q9_delivery_fee_reasonableness,q10_last_order_spend_gbp,q11_problem_last_order,q12_problem_type,q13_contacted_support,q14_support_resolution,q15_subscription_member,q16_open_end,page_screener_sec,page_usage_sec,page_experience_sec,page_grid_sec,page_demographics_sec,page_open_end_sec
R01002,P101002,Complete,100,2026-07-07T11:35:40+01:00,2026-07-07T11:44:10+01:00,510,Mobile,Chrome,Panel C,896b5e431dd4,78da0e7ecadc,28,25-34,Man,South West,Urban,Retired,"£50,000-£74,999",No,Yes,10+,Past week,QuickBite,6,5,7,1,1,1,1,1,1,1,1,3,4,21.21,No,,,,Yes,Reduce minimum order values.,64.2,42.4,106.5,123.5,83.3,55.5
R01003,P101003,Complete,100,2026-07-09T00:35:54+01:00,2026-07-09T00:44:25+01:00,511,Tablet,Firefox,Panel B,caaeff9133af,f293cf2c7614,25,25-34,Man,Scotland,Rural,Self-employed,"£100,000+",No,Yes,4-5,Past week,QuickBite,4,5,7,3,3,4,3,3,3,3,3,3,2,31.13,No,,,,No,Make service charges easier to understand before checkout.,38.6,51.3,96.6,163.6,28,55.3
R01004,P101004,Complete,100,2026-07-14T09:24:33+01:00,2026-07-14T09:33:37+01:00,544,Mobile,Safari,Panel C,a352adcde7e3,5aef0a66ca1d,42,35-44,Man,London,Suburban,Self-employed,"£50,000-£74,999",No,Yes,4-5,Past week,Restaurant direct,6,6,9,7,5,7,7,7,6,7,6,3,6,43.16,No,,,,No,Reduce minimum order values.,41.6,86.3,149.6,78.7,59.0,62.3
R01005,P101005,Complete,100,2026-07-11T19:48:32+01:00,2026-07-11T19:57:18+01:00,526,Mobile,Edge,Panel A,6368a21e2cb1,5f5870c77616,41,35-44,Woman,Scotland,Urban,Employed full-time,"£35,000-£49,999",No,Yes,10+,Today,QuickBite,3,2,4,3,3,3,4,3,3,3,3,3,3,34.48,Yes,Missing or incorrect items,Yes,2,No,Fewer missing items and clearer substitutions.,55.0,67.8,44.1,130.4,88.5,49.9
R01006,P101006,Complete,100,2026-07-17T22:27:47+01:00,2026-07-17T22:35:12+01:00,445,Desktop,Chrome,Panel B,d896ceb3e13e,7c9bf6bf240a,37,35-44,Woman,Scotland,Suburban,Employed part-time,"£20,000-£34,999",No,Yes,2-3,8-30 days ago,Restaurant direct,7,7,10,7,5,7,6,7,7,7,7,3,7,17.3,No,,,,Yes,Better tracking when the driver is close.,30.7,91.2,76.5,82.3,58.5,50.6
R01007,P101007,Complete,100,2026-07-08T23:40:03+01:00,2026-07-08T23:49:33+01:00,570,Desktop,Chrome,Panel A,6f3fed024906,7f3bed5f5c45,48,45-54,Woman,North West,Rural,Employed full-time,"£20,000-£34,999",Yes,Yes,2-3,8-30 days ago,QuickBite,4,4,3,3,5,3,5,4,5,4,2,3,3,49.16,Yes,Food arrived cold,Yes,6,No,"Better offers for existing customers, not just new users.",33.0,82.9,116.2,119.8,122.2,67.5
R01008,P101008,Complete,100,2026-07-18T17:28:22+01:00,2026-07-18T17:36:56+01:00,514,Desktop,Firefox,Panel B,8b83586b2814,3e484cf8b2e6,43,35-44,Woman,East of England,Urban,Retired,"£35,000-£49,999",No,Yes,1,8-30 days ago,MealDash,6,6,7,5,7,7,5,6,6,7,5,3,5,41.48,No,,,,No,Improve food temperature on longer deliveries.,51.4,52.9,92.7,124.9,93.1,18
R01009,P101009,Complete,100,2026-07-06T15:10:24+01:00,2026-07-06T15:20:51+01:00,627,Mobile,Safari,Panel C,244d3590fc4b,3aa53608f23a,45,45-54,Man,Wales,Urban,Employed full-time,"£20,000-£34,999",No,Yes,4-5,Past week,MealDash,4,4,5,3,5,3,3,4,5,4,4,3,4,19.94,Yes,Late delivery,Yes,5,Yes,Fewer missing items and clearer substitutions.,53.6,72.9,129.7,135.3,66.6,75.0
R01010,P101010,Complete,100,2026-07-18T12:26:29+01:00,2026-07-18T12:36:27+01:00,598,Mobile,Edge,Panel A,827abd4f34d8,eaecf2bdfb8a,48,45-54,Man,London,Rural,Employed full-time,"£35,000-£49,999",No,Yes,4-5,Past week,QuickBite,6,6,6,6,7,7,6,6,5,7,4,3,4,39.37,No,,,,Yes,Give drivers clearer instructions for flats and apartment buildings.,33.8,76.2,99.5,222.9,48.3,56.2
R01011,P101011,Complete,100,2026-07-06T20:46:15+01:00,2026-07-06T20:55:14+01:00,539,Mobile,Safari,Panel A,86fd2fc29f16,e76dc4fde420,39,35-44,Man,Scotland,Urban,Not currently employed,"£35,000-£49,999",No,Yes,0,31-90 days ago,FoodGo,6,6,7,7,5,7,6,5,5,7,5,3,6,26.27,No,,,,No,Better tracking when the driver is close.,47.8,55.7,138.8,76.0,73.5,108.8
R01012,P101012,Complete,100,2026-07-17T00:27:40+01:00,2026-07-17T00:36:25+01:00,525,Desktop,Chrome,Panel A,1984781a3b03,b124a8da82df,31,25-34,Woman,South East,Rural,Student,"£20,000-£34,999",Yes,Yes,6-9,Past week,MealDash,6,6,10,7,6,6,5,7,5,7,6,3,5,11.68,No,,,,No,x,45.7,52.6,87.8,84.9,93.8,93.7
R01013,P101013,Complete,100,2026-07-14T14:23:30+01:00,2026-07-14T14:30:57+01:00,447,Mobile,Chrome,Panel A,61efdc7a73ab,c8cca5effdbe,48,45-54,Woman,Wales,Urban,Not currently employed,"£50,000-£74,999",Yes,Yes,2-3,Past week,MealDash,5,4,7,5,6,4,5,4,4,5,4,3,3,26.97,No,,,,No,"Lower delivery fees, especially on smaller orders.",28.8,75.8,74.3,95.8,88.6,29.2
R01014,P101014,Complete,100,2026-07-08T01:47:38+01:00,2026-07-08T01:53:30+01:00,352,Desktop,Chrome,Panel A,771ee32917a9,d03104a900f4,31,25-34,Woman,South East,Urban,Employed part-time,"£50,000-£74,999",No,Yes,0,31-90 days ago,QuickBite,4,5,6,4,5,4,3,3,4,4,5,3,3,32.44,No,,,,No,Make service charges easier to understand before checkout.,42.3,39.4,36.1,66.5,72.2,51.5
R01015,P101015,Complete,100,2026-07-19T19:26:29+01:00,2026-07-19T19:34:45+01:00,496,Desktop,Firefox,Panel B,80cc8e00c4f5,1383e36f3361,48,45-54,Woman,East of England,Rural,Self-employed,"Under £20,000",No,Yes,0,31-90 days ago,QuickBite,4,7,4,3,4,5,4,4,4,3,5,3,4,25.61,Yes,Driver or handoff issue,Yes,4,No,More restaurant choice in my area.,33.6,44.2,101.4,114.1,64.2,34.5
R01016,P101016,Complete,100,2026-07-07T11:28:36+01:00,2026-07-07T11:35:22+01:00,406,Mobile,Safari,Panel A,adc21a8ceb65,475aed98fb29,38,35-44,Man,Wales,Suburban,Employed full-time,"£35,000-£49,999",No,Yes,10+,Past week,Restaurant direct,4,5,5,3,4,4,4,4,4,4,6,3,4,26.75,No,,,,No,Improve the accuracy of map tracking.,45.1,51.0,66.2,62.4,93.9,47.2
R01017,P101017,Complete,100,2026-07-20T14:32:33+01:00,2026-07-20T14:42:07+01:00,574,Mobile,Other,Panel B,c30343672024,2d491c95185a,60,55-64,Woman,North West,Urban,Retired,"£20,000-£34,999",No,Yes,4-5,Past week,MealDash,7,7,10,7,7,6,6,7,7,7,7,3,7,19.39,No,,,,No,"Better offers for existing customers, not just new users.",60.5,72.5,95.3,92.8,84.3,94.3
R01018,P101018,Complete,100,2026-07-18T15:19:38+01:00,2026-07-18T15:27:23+01:00,465,Desktop,Safari,Panel B,ecbc02bcbddf,275506684438,46,45-54,Woman,Scotland,Suburban,Self-employed,"£35,000-£49,999",Yes,Yes,0,More than 3 months ago,QuickBite,5,4,5,5,6,5,4,5,4,5,5,3,3,15.95,No,,,,Yes,Fewer missing items and clearer substitutions.,65.6,65.2,114.5,99.9,61.9,18
R01019,P101019,Complete,100,2026-07-18T10:04:50+01:00,2026-07-18T10:11:25+01:00,395,Mobile,Chrome,Panel A,e31a384afb9b,22f5c0187e7c,45,45-54,Man,West Midlands,Urban,Not currently employed,"£75,000-£99,999",Yes,Yes,1,8-30 days ago,FoodGo,6,5,7,6,6,5,4,4,6,6,6,3,3,46.34,No,,,,Yes,Faster refunds when something goes wrong.,24.1,36.8,103.4,80.0,76.5,38.2
R01020,P101020,Complete,100,2026-07-16T09:27:23+01:00,2026-07-16T09:37:37+01:00,614,Mobile,Chrome,Panel C,de4ad36228bf,0ab44db4552b,74,65-74,Man,Scotland,Urban,Employed part-time,"£35,000-£49,999",No,Yes,4-5,Past week,QuickBite,7,7,9,7,7,7,7,7,7,6,7,3,7,26.48,No,,,,No,Lower prices overall.,41.9,50.1,154.4,192.4,54.8,62.8
R01021,P101021,Complete,100,2026-07-10T06:08:59+01:00,2026-07-10T06:17:01+01:00,482,Desktop,Edge,Panel B,f6a63e3c7cee,fb56a81336c1,24,18-24,Man,South West,Rural,Student,"£100,000+",No,Yes,4-5,Today,FoodGo,5,5,7,5,4,5,5,3,5,5,4,3,4,30.55,No,,,,Yes,Give drivers clearer instructions for flats and apartment buildings.,33.9,73.0,100.5,117.1,62.1,18
R01022,P101022,Complete,100,2026-07-19T00:26:20+01:00,2026-07-19T00:34:25+01:00,485,Desktop,Safari,Panel A,04b50466d73d,15adb59c098e,40,35-44,Woman,Yorkshire and the Humber,Rural,Employed full-time,Prefer not to say,No,Yes,1,8-30 days ago,MealDash,5,6,6,6,6,6,6,6,6,6,6,3,5,30.8,No,,,,No,Reduce minimum order values.,18,76.5,97.6,93.0,67.3,66.0
R01023,P101023,Complete,100,2026-07-14T15:42:08+01:00,2026-07-14T15:49:13+01:00,425,Desktop,Safari,Panel A,b41d397cb895,442474ce72a2,22,18-24,Prefer not to say,North East,Rural,Self-employed,"Under £20,000",Yes,Yes,0,8-30 days ago,Restaurant direct,5,6,8,6,3,4,5,7,4,4,5,3,3,23.68,Yes,Late delivery,No,,No,More consistent delivery times at weekends.,47.8,32.1,115.3,131.4,34.7,24.9
R01024,P101024,Complete,100,2026-07-07T14:31:41+01:00,2026-07-07T14:39:58+01:00,497,Mobile,Safari,Panel B,33a06bde49ce,930ced3ac389,51,45-54,Woman,West Midlands,Suburban,Student,"£50,000-£74,999",No,Yes,0,31-90 days ago,QuickBite,5,5,7,6,6,5,5,5,6,4,4,3,5,22.66,No,,,,No,Reduce minimum order values.,34.9,59.5,123.6,88.6,39.7,64.8
R01025,P101025,Complete,100,2026-07-14T23:26:54+01:00,2026-07-14T23:35:28+01:00,514,Mobile,Safari,Panel C,cbb404f4782a,61375cfc95d8,63,55-64,Woman,North West,Suburban,Employed full-time,"£35,000-£49,999",No,Yes,1,8-30 days ago,MealDash,5,5,9,6,6,5,6,7,6,7,5,6,5,16.06,No,,,,No,More consistent delivery times at weekends.,19.4,62.8,123.7,67.9,119.6,51.3
R01026,P101026,Complete,100,2026-07-11T02:16:37+01:00,2026-07-11T02:27:40+01:00,663,Tablet,Chrome,Panel A,ec48d36e2df7,4a49ccd17264,39,35-44,Woman,South West,Suburban,Not currently employed,"£75,000-£99,999",No,Yes,4-5,Past week,FoodGo,5,7,7,5,6,5,6,6,5,6,5,3,3,48.84,No,,,,Yes,Better tracking when the driver is close.,39.1,91.6,126.7,131.2,114.7,59.6
R01027,P101027,Complete,100,2026-07-13T21:30:46+01:00,2026-07-13T21:40:52+01:00,606,Mobile,Chrome,Panel A,6051d79fee7e,d77b08b16cc1,58,55-64,Woman,Northern Ireland,Urban,Employed full-time,"£35,000-£49,999",Yes,Yes,4-5,Past week,QuickBite,4,4,4,5,4,4,3,5,3,4,6,3,3,34.2,No,,,,No,More environmentally friendly packaging options.,32.4,63.8,110.1,64.4,132.3,129.2
R01028,P101028,Complete,100,2026-07-19T17:25:27+01:00,2026-07-19T17:33:21+01:00,474,Tablet,Chrome,Panel A,fa77b5d33d64,2ebef2bec240,23,18-24,Man,West Midlands,Rural,Employed full-time,"£20,000-£34,999",No,Yes,4-5,Past week,Restaurant direct,6,7,8,4,6,4,5,7,4,6,5,3,5,23.2,No,,,,No,"Lower delivery fees, especially on smaller orders.",57.9,53.0,62.5,111.4,70.6,87.9
R01029,P101029,Complete,100,2026-07-19T15:21:46+01:00,2026-07-19T15:29:26+01:00,460,Desktop,Firefox,Panel B,d2e4d399d44b,1fe932841662,72,65-74,Woman,Scotland,Suburban,Employed full-time,"£50,000-£74,999",No,Yes,1,8-30 days ago,MealDash,7,7,8,7,7,7,7,7,6,7,6,3,7,29.97,No,,,,No,More consistent delivery times at weekends.,33.8,52.4,35,155.4,55.0,50.3
R01030,P101030,Complete,100,2026-07-09T17:43:14+01:00,2026-07-09T17:51:31+01:00,497,Desktop,Safari,Panel C,f58cb17b11b1,a99eba5bc662,25,25-34,Man,Yorkshire and the Humber,Rural,Employed full-time,"£35,000-£49,999",No,Yes,4-5,More than 3 months ago,FoodGo,4,5,4,4,5,4,5,5,5,5,5,3,4,28.71,No,,,,Yes,More consistent delivery times at weekends.,29.2,74.1,80.2,79.3,82.0,40.6
R01031,P101031,Complete,100,2026-07-17T05:48:37+01:00,2026-07-17T05:55:27+01:00,410,Desktop,Chrome,Panel A,31145dd445bc,7cd37bc32dd3,41,35-44,Man,South East,Suburban,Employed full-time,"£35,000-£49,999",No,Yes,0,8-30 days ago,MealDash,4,5,3,4,3,5,2,3,5,4,3,3,4,19.07,Yes,Missing or incorrect items,Yes,5,No,Better tracking when the driver is close.,36.1,40.8,49.0,123.3,39.1,56.8
R01032,P101032,Complete,100,2026-07-18T21:35:15+01:00,2026-07-18T21:37:04+01:00,109,Mobile,Other,Panel A,c2e7fab16b5c,8f55591d00bc,52,45-54,Woman,London,Rural,Not currently employed,"£75,000-£99,999",Yes,Yes,2-3,Past week,Restaurant direct,5,5,4,4,7,5,6,5,6,5,6,3,6,36.23,Yes,Late delivery,Yes,2,Yes,Lower prices overall.,31.7,10.2,32.1,6.5,14.9,3
R01033,P101033,Complete,100,2026-07-15T13:49:19+01:00,2026-07-15T13:59:15+01:00,596,Desktop,Safari,Panel B,d80816d99526,e816ac185e13,50,45-54,Man,South East,Urban,Employed full-time,"£35,000-£49,999",No,Yes,0,31-90 days ago,QuickBite,5,5,5,3,4,4,3,5,6,6,5,3,3,19.35,No,,,,No,More consistent delivery times at weekends.,41.6,52.8,115.0,97.4,73.7,116.1
R01034,P101034,Complete,100,2026-07-20T15:45:22+01:00,2026-07-20T15:56:13+01:00,651,Mobile,Chrome,Panel B,7fb4fd3b4ac2,e2e988eef056,23,18-24,Man,South East,Urban,Student,"£35,000-£49,999",No,Yes,1,8-30 days ago,FoodGo,5,3,8,6,6,5,5,5,6,5,4,3,5,39.33,No,,,,No,"Better offers for existing customers, not just new users.",39.9,107.1,106.5,111.4,84.6,109.9
R01035,P101035,Complete,100,2026-07-17T01:26:25+01:00,2026-07-17T01:34:19+01:00,474,Desktop,Chrome,Panel A,78225462f016,6a7b7cb483f4,25,25-34,Woman,East Midlands,Urban,Employed full-time,"£35,000-£49,999",No,Yes,4-5,Past week,Restaurant direct,4,4,5,6,4,4,4,4,5,4,4,3,4,16.83,Yes,Driver or handoff issue,Yes,1,No,"Better offers for existing customers, not just new users.",44.2,60.7,93.2,45.0,53.1,93.2
R01036,P101036,Complete,100,2026-07-20T11:04:08+01:00,2026-07-20T11:13:59+01:00,591,Mobile,Chrome,Panel B,7a4f99912118,8521a01cb0d0,45,45-54,Man,South East,Urban,Employed full-time,"£20,000-£34,999",Yes,Yes,1,Past week,Restaurant direct,6,6,10,7,7,4,5,6,6,5,6,5,4,23.73,No,,,,No,Better tracking when the driver is close.,64.4,62.8,81.8,153.0,87.4,66.8
R01037,P101037,Complete,100,2026-07-08T19:11:02+01:00,2026-07-08T19:19:03+01:00,481,Desktop,Edge,Panel A,d990b8fce125,6f80b841d4b9,45,45-54,Woman,East of England,Urban,Employed full-time,"£50,000-£74,999",No,Yes,1,8-30 days ago,Restaurant direct,5,6,6,6,5,6,6,5,7,5,7,3,5,37.31,No,,,,No,Faster refunds when something goes wrong.,49.2,95.9,85.1,47.4,83.6,24.9
R01038,P101038,Complete,100,2026-07-08T04:49:48+01:00,2026-07-08T04:58:13+01:00,505,Mobile,Chrome,Panel B,ec51b91882f4,cb2e00952372,47,45-54,Woman,South East,Urban,Employed full-time,"£50,000-£74,999",No,Yes,4-5,Past week,QuickBite,4,3,4,3,4,3,2,4,5,4,5,3,4,35.32,No,,,,No,More responsive customer support.,31.2,81.6,107.7,96.2,33.9,77.3
R01039,P101039,Complete,100,2026-07-16T05:48:34+01:00,2026-07-16T05:55:56+01:00,442,Mobile,Chrome,Panel C,0e9aa4df6577,80de05f5d64b,32,25-34,Woman,North East,Suburban,Retired,"£50,000-£74,999",Yes,Yes,6-9,Past week,MealDash,6,7,8,7,7,6,6,5,5,6,7,4,6,57.12,No,,,,No,More consistent delivery times at weekends.,42.8,64.0,70.9,92.4,90.3,40.7
R01040,P101040,Complete,100,2026-07-07T21:56:31+01:00,2026-07-07T22:05:34+01:00,543,Mobile,Chrome,Panel A,987e1f10be06,b0e0caa79cc3,21,18-24,Woman,East Midlands,Urban,Employed full-time,"£75,000-£99,999",Yes,Yes,10+,Today,QuickBite,6,5,9,7,7,7,5,6,5,6,7,3,5,32.52,No,,,,Yes,Let customers edit an order for a short time after placing it.,22.2,85.4,164.6,113.5,38.3,65.2
R01041,P101041,Complete,100,2026-07-12T03:02:10+01:00,2026-07-12T03:09:58+01:00,468,Mobile,Chrome,Panel B,d5515ed56278,274049b595b1,36,35-44,Woman,London,Suburban,Employed part-time,"£75,000-£99,999",No,Yes,1,8-30 days ago,Restaurant direct,4,6,4,4,4,3,4,4,4,4,3,3,5,23.42,Yes,Driver or handoff issue,Yes,5,No,Nothing major; the service generally works well for me.,41.3,81.5,72.7,70.6,60.0,38.2
R01042,P101042,Complete,100,2026-07-13T22:57:54+01:00,2026-07-13T23:06:23+01:00,509,Mobile,Safari,Panel C,5892ff1d7983,103b6206d9c9,30,25-34,Woman,East of England,Urban,Employed full-time,Prefer not to say,No,Yes,4-5,Today,QuickBite,4,4,5,3,4,4,6,4,4,3,6,3,4,32.93,Yes,Late delivery,No,,No,Fewer missing items and clearer substitutions.,40.1,66.1,122.3,116.1,54.3,81.9
R01043,P101043,Complete,100,2026-07-20T12:16:51+01:00,2026-07-20T12:18:58+01:00,127,Mobile,Chrome,Panel A,621db3fa1e46,b6aa5ce0d943,23,18-24,Man,East Midlands,Rural,Employed full-time,"£50,000-£74,999",No,Yes,4-5,Past week,QuickBite,4,3,2,3,3,4,2,4,4,4,3,3,4,16.61,Yes,Food arrived cold,Yes,2,Yes,More restaurant choice in my area.,15.9,42.4,27.6,13.6,7.4,8.1
R01044,P101044,Complete,100,2026-07-16T22:42:20+01:00,2026-07-16T22:51:52+01:00,572,Desktop,Safari,Panel A,265a67281c93,62242ac04b51,21,18-24,Woman,Yorkshire and the Humber,Suburban,Retired,"£75,000-£99,999",No,Yes,6-9,Past week,QuickBite,6,6,7,6,5,6,5,6,5,4,4,3,4,19.39,No,,,,No,"Lower delivery fees, especially on smaller orders.",52.1,63.8,107.0,131.1,64.1,72.5
R01045,P101045,Complete,100,2026-07-07T20:46:26+01:00,2026-07-07T20:54:40+01:00,494,Mobile,Chrome,Panel C,d2e02587fcba,082ea58fed53,57,55-64,Woman,North West,Urban,Employed part-time,"£75,000-£99,999",Yes,Yes,4-5,Past week,QuickBite,4,4,5,3,4,4,3,5,3,3,3,3,5,21.04,No,,,,No,Make service charges easier to understand before checkout.,29.8,64.4,96.0,112.4,73.6,33.6
R01046,P101046,Complete,100,2026-07-07T10:47:17+01:00,2026-07-07T10:57:37+01:00,620,Mobile,Edge,Panel A,a82f5ecddcd5,a074e68fba78,69,65-74,Woman,South East,Suburban,Self-employed,"£50,000-£74,999",No,Yes,1,8-30 days ago,Restaurant direct,4,4,5,4,4,5,3,4,4,4,4,3,3,29.81,No,,,,No,Improve the accuracy of map tracking.,54.6,68.2,134.2,118.7,76.6,93.0
R01047,P101047,Complete,100,2026-07-15T10:37:12+01:00,2026-07-15T10:45:19+01:00,487,Mobile,Chrome,Panel B,0f1a3d87ac49,628696a1fc59,66,65-74,Man,South East,Urban,Employed full-time,Prefer not to say,Yes,Yes,1,8-30 days ago,FoodGo,4,3,4,3,4,3,3,4,4,4,3,3,3,36.84,No,,,,Yes,Let customers edit an order for a short time after placing it.,34.1,61.9,130.3,102.5,30.2,32.8
R01048,P101048,Complete,100,2026-07-08T10:42:23+01:00,2026-07-08T10:44:01+01:00,98,Mobile,Chrome,Panel A,141f6ad00a71,b2f7b44de591,51,45-54,Man,South East,Urban,Employed full-time,"£50,000-£74,999",No,Yes,0,31-90 days ago,Restaurant direct,6,7,10,6,6,6,6,7,7,6,6,3,5,18.8,No,,,,No,Reduce minimum order values.,12.6,45.4,3,3.1,19.2,4.0
R01049,P101049,Complete,100,2026-07-13T21:56:54+01:00,2026-07-13T22:06:09+01:00,555,Mobile,Chrome,Panel A,7b12e225e668,c735ea164ae9,27,25-34,Woman,Northern Ireland,Urban,Not currently employed,"£20,000-£34,999",No,Yes,6-9,Today,Restaurant direct,6,7,7,4,6,6,5,6,6,6,4,3,4,13.34,No,,,,Yes,Show unavailable items before I start ordering.,40.8,101.0,92.8,151.5,93.1,21.1
R01050,P101050,Complete,100,2026-07-15T16:17:29+01:00,2026-07-15T16:25:21+01:00,472,Mobile,Safari,Panel A,def5c28aa3f3,3f7efd5fa790,52,45-54,Man,London,Urban,Not currently employed,"£100,000+",No,Yes,4-5,Past week,Other,6,6,6,4,5,6,5,7,7,6,5,3,7,21.02,No,,,,No,Nothing major; the service generally works well for me.,38.5,86.7,66.5,119.0,88.0,41.3
R01051,P101051,Complete,100,2026-07-14T01:50:09+01:00,2026-07-14T02:00:47+01:00,638,Mobile,Chrome,Panel C,03ba1eddc979,f7c5781071c1,37,35-44,Woman,South East,Urban,Employed full-time,"£20,000-£34,999",Yes,Yes,6-9,Past week,QuickBite,4,5,4,4,6,4,3,4,5,3,5,3,3,29.62,Yes,Late delivery,Yes,3,No,Lower prices overall.,19.4,43.5,158.5,143.5,96.4,104.9
R01052,P101052,Complete,100,2026-07-14T11:58:06+01:00,2026-07-14T12:07:22+01:00,556,Mobile,Safari,Panel A,c398450aaaf7,03329d0d5f0b,28,25-34,Woman,Scotland,Suburban,Employed part-time,Prefer not to say,Yes,Yes,2-3,Past week,QuickBite,3,3,4,3,3,3,3,3,1,4,3,3,2,29.96,Yes,Missing or incorrect items,No,,Yes,Faster refunds when something goes wrong.,48.4,89.6,96.5,115.2,80.8,78.0
R01053,P101053,Complete,100,2026-07-08T12:27:26+01:00,2026-07-08T12:36:50+01:00,564,Mobile,Chrome,Panel B,d714cbecca88,4189b450034d,20,18-24,Man,London,Suburban,Employed full-time,"£20,000-£34,999",No,Yes,10+,Past week,FoodGo,5,5,9,3,5,5,2,6,4,6,5,3,5,40.71,No,,,,No,Better loyalty rewards.,46.6,66.1,111.1,147.0,64.8,49.5
R01054,P101054,Complete,100,2026-07-06T20:40:58+01:00,2026-07-06T20:52:12+01:00,674,Mobile,Chrome,Panel C,62e07fa27809,a98275cc8762,21,18-24,Non-binary,London,Suburban,Employed full-time,"£100,000+",No,Yes,2-3,8-30 days ago,QuickBite,6,6,9,6,7,6,5,5,7,6,5,3,7,38.02,No,,,,No,Faster refunds when something goes wrong.,49.5,86.5,142.1,112.0,117.5,81.3
R01055,P101055,Complete,100,2026-07-17T00:43:02+01:00,2026-07-17T00:50:44+01:00,462,Mobile,Safari,Panel C,e509293156db,8a745c5bc2fd,37,35-44,Woman,East of England,Rural,Employed part-time,"£35,000-£49,999",No,Yes,10+,Today,QuickBite,3,3,4,2,4,3,3,5,3,4,3,3,3,35.36,No,,,,Yes,Better tracking when the driver is close.,42.6,69.0,37.8,120.9,58.2,60.4
R01056,P101056,Complete,100,2026-07-14T00:36:11+01:00,2026-07-14T00:44:10+01:00,479,Mobile,Firefox,Panel A,ffafc5cbc2bc,eb543e392433,35,35-44,Man,Yorkshire and the Humber,Urban,Employed full-time,"£35,000-£49,999",Yes,Yes,2-3,Past week,QuickBite,5,6,7,5,6,5,4,6,6,5,6,3,4,29.16,Yes,Missing or incorrect items,Yes,7,No,Faster refunds when something goes wrong.,22.8,45.9,124.0,144.3,79.3,37.7
R01057,P101057,Complete,100,2026-07-16T15:43:23+01:00,2026-07-16T15:51:45+01:00,502,Mobile,Chrome,Panel B,c48415e5a0a8,af493fdf1b51,19,18-24,Man,East Midlands,Suburban,Student,"Under £20,000",Yes,Yes,4-5,Past week,Restaurant direct,5,5,7,5,4,4,4,6,5,5,4,1,5,20.45,No,,,,No,Better loyalty rewards.,42.9,44.5,64.3,129.4,143.8,31.4
R01058,P101058,Complete,100,2026-07-07T06:05:17+01:00,2026-07-07T06:14:00+01:00,523,Mobile,Chrome,Panel B,9d0f6d462095,a5abae5a2484,29,25-34,Woman,Yorkshire and the Humber,Urban,Employed part-time,"£50,000-£74,999",Yes,Yes,4-5,Today,MealDash,6,6,6,6,5,7,5,6,7,6,5,3,6,25.45,No,,,,No,Improve the accuracy of map tracking.,19.4,86.3,143.6,71.0,84.0,94.5
R01059,P101059,Complete,100,2026-07-15T10:24:21+01:00,2026-07-15T10:32:29+01:00,488,Mobile,Safari,Panel A,785034a96803,5489324e155b,40,35-44,Man,London,Suburban,Self-employed,"£20,000-£34,999",Yes,Yes,1,Past week,FoodGo,5,5,6,6,6,5,5,6,7,3,5,3,4,21.99,No,,,,No,More restaurant choice in my area.,37.8,86.2,101.2,92.9,92.5,42.1
R01060,P101060,Complete,100,2026-07-08T21:55:37+01:00,2026-07-08T22:04:42+01:00,545,Mobile,Chrome,Panel C,35aee809c04f,0015bde3b630,36,35-44,Woman,South West,Urban,Employed full-time,"£35,000-£49,999",Yes,Yes,1,8-30 days ago,MealDash,5,6,4,3,5,4,5,6,4,5,5,3,5,18.61,No,,,,No,Give drivers clearer instructions for flats and apartment buildings.,60.3,81.2,63.2,52.5,92.1,111.5
R01061,P101061,Complete,100,2026-07-19T17:20:41+01:00,2026-07-19T17:29:13+01:00,512,Desktop,Chrome,Panel A,6b2f8d6b3a6b,1b951341a3fa,20,18-24,Woman,East Midlands,Urban,Employed full-time,"£35,000-£49,999",Yes,Yes,6-9,Past week,MealDash,6,7,8,7,6,4,4,5,5,5,6,3,4,37.25,No,,,,No,More consistent delivery times at weekends.,54.1,89.3,78.8,99.8,72.7,61.0
R01062,P101062,Complete,100,2026-07-15T12:58:23+01:00,2026-07-15T13:06:58+01:00,515,Desktop,Chrome,Panel B,5f32e0971327,36bd3b027fd4,43,35-44,Man,South East,Rural,Employed part-time,"Under £20,000",No,Yes,4-5,Past week,MealDash,5,6,6,5,6,6,5,5,5,5,4,3,5,21.79,No,,,,No,"Better offers for existing customers, not just new users.",38.3,48.8,127.0,98.9,67.2,73.6
R01063,P101063,Complete,100,2026-07-13T14:51:54+01:00,2026-07-13T15:02:14+01:00,620,Mobile,Chrome,Panel A,c77d46f08a5a,f2bced03c6a5,52,45-54,Woman,North West,Urban,Employed full-time,"£75,000-£99,999",Yes,Yes,10+,Today,MealDash,5,5,7,5,4,6,5,7,5,5,5,3,6,42.29,No,,,,No,"Better offers for existing customers, not just new users.",73.1,84.2,117.7,129.3,78.0,60.9
