response_id,injected_profile,injected_issues,issue_count,expected_high_quality_complete,notes
R01177,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01178,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01179,low_quality_open,low_quality_open_text,1,No,
R01180,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01181,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01182,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01183,straightliner,straightliner,1,No,
R01184,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01185,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01186,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01187,straightliner,straightliner,1,No,
R01188,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01189,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01190,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01191,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01192,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01193,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01194,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01195,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01196,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01197,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01198,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01199,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01200,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R01201,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01202,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01203,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01204,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01205,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01206,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01207,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01208,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01209,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01210,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01211,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01212,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01213,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01214,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01215,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01216,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01217,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01218,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01219,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01220,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01221,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01222,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01223,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01224,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01225,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01226,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01227,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01228,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01229,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01230,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01231,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01232,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01233,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01234,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01235,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01236,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01237,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01238,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01239,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01240,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01241,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01242,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01243,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01244,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01245,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01246,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01247,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01248,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01249,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
R01250,partial,partial_response,1,No,Intentional partial response with downstream fields blanked according to progress.
